#TremblGeneID	Database_ID	E_value	Identity	Score	Annotation
T1_Unigene_BMK.63301	tr|F2D807|F2D807_HORVD	0.0	532/598(88.96)	995	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.63347	tr|M0WNY9|M0WNY9_HORVD	0.0	620/681(91.04)	1227	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T1_Unigene_BMK.63374	tr|M0VAT5|M0VAT5_HORVD	0.0	382/394(96.95)	778	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T1_Unigene_BMK.63411	tr|M0ZAT3|M0ZAT3_HORVD	2e-36	64/91(70.33)	127	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T1_Unigene_BMK.63451	tr|I1IZD0|I1IZD0_BRADI	1e-135	200/229(87.34)	402	Uncharacterized protein GN=BRADI5G14860 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T1_Unigene_BMK.63464	tr|I1GQ16|I1GQ16_BRADI	0.0	440/473(93.02)	882	Uncharacterized protein GN=BRADI1G13827 OS=Brachypodium distachyon (Purple false brome) PE=3 SV=1
T1_Unigene_BMK.63565	tr|Q06I93|Q06I93_WHEAT	1e-176	258/267(96.63)	499	Fasciclin-like protein FLA13 OS=Triticum aestivum (Wheat) PE=2 SV=1
T1_Unigene_BMK.63605	tr|M0Y5L5|M0Y5L5_HORVD	2e-53	82/91(90.11)	170	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T1_Unigene_BMK.63638	tr|I1HMN2|I1HMN2_BRADI	0.0	593/1073(55.27)	1104	Uncharacterized protein GN=BRADI2G38260 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T1_Unigene_BMK.63682	tr|F2D188|F2D188_HORVD	0.0	608/647(93.97)	1182	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.63874	tr|F2DWS9|F2DWS9_HORVD	0.0	301/324(92.90)	611	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.63890	tr|M0Z3J3|M0Z3J3_HORVD	1e-86	122/126(96.83)	256	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T1_Unigene_BMK.63925	tr|Q8S4P7|Q8S4P7_WHEAT	1e-157	203/213(95.31)	439	Thaumatin-like protein OS=Triticum aestivum (Wheat) PE=2 SV=1
T1_Unigene_BMK.64004	tr|F2DM48|F2DM48_HORVD	1e-95	139/183(75.96)	285	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.64019	tr|M0YLM2|M0YLM2_HORVD	1e-102	157/178(88.20)	318	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T1_Unigene_BMK.64023	tr|F2CT33|F2CT33_HORVD	0.0	306/320(95.62)	586	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.64165	tr|F2CWL1|F2CWL1_HORVD	8e-41	70/74(94.59)	145	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.64168	tr|F2DE12|F2DE12_HORVD	0.0	416/440(94.55)	817	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.64202	tr|A2T582|A2T582_HORVD	4e-52	76/83(91.57)	168	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T1_Unigene_BMK.64203	tr|Q401N7|Q401N7_WHEAT	0.0	498/509(97.84)	996	Aspartic proteinase GN=WAP1 OS=Triticum aestivum (Wheat) PE=2 SV=1
T1_Unigene_BMK.64213	tr|F2CW81|F2CW81_HORVD	0.0	412/438(94.06)	853	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.64286	tr|F2CU46|F2CU46_HORVD	0.0	538/554(97.11)	1041	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.64318	tr|M0W9L9|M0W9L9_HORVD	2e-44	85/136(62.50)	148	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T1_Unigene_BMK.64368	tr|F6K744|F6K744_WHEAT	1e-179	240/265(90.57)	501	Chloroplast light-harvesting chlorophyll a/b binding protein OS=Triticum aestivum (Wheat) PE=2 SV=1
T1_Unigene_BMK.64521	tr|M0UJZ8|M0UJZ8_HORVD	5e-27	49/52(94.23)	103	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T1_Unigene_BMK.64522	tr|F2DFT6|F2DFT6_HORVD	1e-163	229/236(97.03)	465	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.64626	tr|I1GQM5|I1GQM5_BRADI	0.0	449/491(91.45)	877	Uncharacterized protein GN=BRADI1G15680 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T1_Unigene_BMK.64651	tr|F2DN27|F2DN27_HORVD	1e-139	212/233(90.99)	402	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.64664	tr|M0W054|M0W054_HORVD	0.0	302/307(98.37)	588	Uncharacterized protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T1_Unigene_BMK.64835	tr|M0ZBG0|M0ZBG0_HORVD	0.0	512/539(94.99)	1032	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T1_Unigene_BMK.64862	tr|M0YU42|M0YU42_HORVD	1e-103	167/231(72.29)	317	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T1_Unigene_BMK.64914	tr|F2D1I3|F2D1I3_HORVD	0.0	458/473(96.83)	899	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.64935	tr|M0YE09|M0YE09_HORVD	0.0	545/569(95.78)	1078	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T1_Unigene_BMK.65018	tr|A4GWV0|A4GWV0_HORVD	0.0	449/462(97.19)	868	Uncharacterized protein GN=CAX OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.65033	tr|F2E136|F2E136_HORVD	1e-133	188/224(83.93)	383	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.65098	tr|H6UKT0|H6UKT0_HORVS	0.0	434/445(97.53)	880	CBL-interacting protein kinase 9 GN=CIPK9 OS=Hordeum vulgare subsp. spontaneum (Wild barley) PE=2 SV=1
T1_Unigene_BMK.65222	tr|Q7X9M0|Q7X9M0_WHEAT	4e-36	55/55(100.00)	126	Metallothionein (Fragment) OS=Triticum aestivum (Wheat) PE=2 SV=1
T1_Unigene_BMK.65255	tr|I1GLP9|I1GLP9_BRADI	0.0	564/594(94.95)	1173	Methylenetetrahydrofolate reductase GN=BRADI1G04140 OS=Brachypodium distachyon (Purple false brome) PE=3 SV=1
T1_Unigene_BMK.65338	tr|H9NHF8|H9NHF8_HORVU	0.0	416/437(95.19)	853	Arabinoxylan arabinofuranohydrolase GN=AXAH4 OS=Hordeum vulgare (Barley) PE=4 SV=1
T1_Unigene_BMK.65342	tr|Q7G5Z8|Q7G5Z8_ORYSJ	3e-60	111/230(48.26)	203	Retrotransposon protein, putative, Ty1-copia subclass GN=LOC_Os10g17440 OS=Oryza sativa subsp. japonica (Rice) PE=4 SV=1
T1_Unigene_BMK.65423	tr|F2CWH0|F2CWH0_HORVD	0.0	336/357(94.12)	671	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.65490	tr|M0UVW3|M0UVW3_HORVD	0.0	585/609(96.06)	1170	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T1_Unigene_BMK.65556	tr|C5Y093|C5Y093_SORBI	0.0	330/384(85.94)	674	Putative uncharacterized protein Sb04g030310 GN=Sb04g030310 OS=Sorghum bicolor (Sorghum) PE=3 SV=1
T1_Unigene_BMK.65680	tr|Q5QFC3|Q5QFC3_WHEAT	0.0	582/585(99.49)	1201	Asparagine synthetase GN=ASN1 OS=Triticum aestivum (Wheat) PE=2 SV=1
T1_Unigene_BMK.65690	tr|A9U8G8|A9U8G8_TRITU	0.0	379/379(100.00)	776	Alcohol dehydrogenase ADH1A OS=Triticum turgidum subsp. dicoccon PE=2 SV=1
T1_Unigene_BMK.65710	tr|Q7X7W7|Q7X7W7_ORYSJ	1e-123	184/283(65.02)	379	OSJNBa0061G20.2 protein GN=OSJNBa0061G20.2 OS=Oryza sativa subsp. japonica (Rice) PE=4 SV=2
T1_Unigene_BMK.65755	tr|F2CS80|F2CS80_HORVD	0.0	530/533(99.44)	1075	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.65818	tr|M0WW62|M0WW62_HORVD	0.0	302/318(94.97)	606	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T1_Unigene_BMK.65869	tr|M0XZ99|M0XZ99_HORVD	0.0	392/423(92.67)	790	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T1_Unigene_BMK.66004	tr|M0XUV1|M0XUV1_HORVD	0.0	508/524(96.95)	987	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T1_Unigene_BMK.66145	tr|F5C7R8|F5C7R8_WHEAT	0.0	766/776(98.71)	1501	Putative high-affinity potassium transporter GN=HAK1 OS=Triticum aestivum (Wheat) PE=2 SV=1
T1_Unigene_BMK.66156	tr|F2CTP1|F2CTP1_HORVD	1e-86	138/176(78.41)	264	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.66296	tr|M0W8S9|M0W8S9_HORVD	0.0	423/441(95.92)	843	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T1_Unigene_BMK.66494	tr|M0ULI1|M0ULI1_HORVD	0.0	350/388(90.21)	715	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T1_Unigene_BMK.66552	tr|Q6K8C3|Q6K8C3_ORYSJ	4e-45	77/141(54.61)	157	Putative uncharacterized protein OJ1756_H07.5 GN=OJ1756_H07.5 OS=Oryza sativa subsp. japonica (Rice) PE=4 SV=1
T1_Unigene_BMK.66686	tr|F2DGB8|F2DGB8_HORVD	0.0	976/1013(96.35)	1957	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.66711	tr|F2DA32|F2DA32_HORVD	0.0	283/294(96.26)	571	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.66751	tr|F2DFD7|F2DFD7_HORVD	2e-97	142/143(99.30)	296	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.66757	tr|C8CGC9|C8CGC9_WHEAT	0.0	494/494(100.00)	998	MLO-like protein OS=Triticum aestivum (Wheat) PE=2 SV=1
T1_Unigene_BMK.66824	tr|F2EJC2|F2EJC2_HORVD	0.0	733/748(97.99)	1512	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.66867	tr|F2E6H4|F2E6H4_HORVD	1e-130	193/360(53.61)	388	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.66873	tr|F2D9U6|F2D9U6_HORVD	0.0	437/484(90.29)	874	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.66874	tr|M0Z4W3|M0Z4W3_HORVD	0.0	343/380(90.26)	716	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T1_Unigene_BMK.66947	tr|Q8RUL3|Q8RUL3_WHEAT	0.0	518/523(99.04)	1060	Sucrose transporter SUT1D OS=Triticum aestivum (Wheat) PE=2 SV=1
T1_Unigene_BMK.66975	tr|F2DWF7|F2DWF7_HORVD	1e-162	246/376(65.43)	475	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.67205	tr|D3JAJ5|D3JAJ5_WHEAT	0.0	311/319(97.49)	619	Cytokinin oxidase/dehydrogenase 3 GN=CKX3 OS=Triticum aestivum (Wheat) PE=4 SV=1
T1_Unigene_BMK.67318	tr|M0WIT8|M0WIT8_HORVD	0.0	770/793(97.10)	1555	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T1_Unigene_BMK.67319	tr|C0PBA9|C0PBA9_MAIZE	1e-30	51/53(96.23)	114	Uncharacterized protein OS=Zea mays (Maize) PE=2 SV=1
T1_Unigene_BMK.67368	tr|F2D2S6|F2D2S6_HORVD	0.0	741/759(97.63)	1472	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.67434	tr|F2DH34|F2DH34_HORVD	0.0	479/497(96.38)	949	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.67451	tr|F2DH14|F2DH14_HORVD	0.0	493/546(90.29)	974	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.67548	tr|A7U1X5|A7U1X5_WHEAT	1e-152	233/347(67.15)	466	P450 GN=P450 OS=Triticum aestivum (Wheat) PE=3 SV=1
T1_Unigene_BMK.67708	tr|F2E7K4|F2E7K4_HORVD	0.0	617/681(90.60)	1216	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.67844	tr|M0YF28|M0YF28_HORVD	1e-170	255/288(88.54)	484	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T1_Unigene_BMK.67849	tr|C5Y7H6|C5Y7H6_SORBI	1e-120	208/388(53.61)	371	Putative uncharacterized protein Sb05g026175 (Fragment) GN=Sb05g026175 OS=Sorghum bicolor (Sorghum) PE=4 SV=1
T1_Unigene_BMK.67850	tr|C5Y7H6|C5Y7H6_SORBI	7e-26	53/79(67.09)	108	Putative uncharacterized protein Sb05g026175 (Fragment) GN=Sb05g026175 OS=Sorghum bicolor (Sorghum) PE=4 SV=1
T1_Unigene_BMK.68152	tr|K3ZWR4|K3ZWR4_SETIT	1e-101	97/109(88.99)	203	Uncharacterized protein GN=Si031046m.g OS=Setaria italica (Foxtail millet) PE=3 SV=1
T1_Unigene_BMK.68169	tr|F2DAZ0|F2DAZ0_HORVD	0.0	300/352(85.23)	585	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.68427	tr|F2DC35|F2DC35_HORVD	0.0	328/370(88.65)	646	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.68434	tr|K7ZKS6|K7ZKS6_WHEAT	0.0	538/599(89.82)	1073	Calmodulin-binding protein GN=WCBP1 OS=Triticum aestivum (Wheat) PE=2 SV=1
T1_Unigene_BMK.68518	tr|F1DKC1|F1DKC1_WHEAT	0.0	494/494(100.00)	1052	Catalase GN=CAT3 OS=Triticum aestivum (Wheat) PE=2 SV=1
T1_Unigene_BMK.68665	tr|F2EAF6|F2EAF6_HORVD	1e-104	141/146(96.58)	302	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.68686	tr|Q84XZ4|Q84XZ4_WHEAT	0.0	637/640(99.53)	1301	Mitogen-activated protein kinase GN=FLR OS=Triticum aestivum (Wheat) PE=2 SV=1
T1_Unigene_BMK.68785	tr|F2DAP2|F2DAP2_HORVD	2e-96	152/169(89.94)	295	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.68807	tr|F2DJX7|F2DJX7_HORVD	0.0	346/396(87.37)	644	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.68889	tr|F2CWR3|F2CWR3_HORVD	1e-175	261/285(91.58)	521	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.69065	tr|F2DCE1|F2DCE1_HORVD	0.0	744/770(96.62)	1478	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.69094	tr|D8L9S1|D8L9S1_WHEAT	0.0	563/614(91.69)	1148	Putative uncharacterized protein pg3 GN=pg3 OS=Triticum aestivum (Wheat) PE=4 SV=1
T1_Unigene_BMK.69161	tr|M0UYT8|M0UYT8_HORVD	0.0	399/415(96.14)	842	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T1_Unigene_BMK.69172	tr|C5XDZ2|C5XDZ2_SORBI	1e-23	51/104(49.04)	100	Putative uncharacterized protein Sb02g039045 (Fragment) GN=Sb02g039045 OS=Sorghum bicolor (Sorghum) PE=4 SV=1
T1_Unigene_BMK.69403	tr|I1INX5|I1INX5_BRADI	0.0	466/668(69.76)	926	Uncharacterized protein GN=BRADI4G26795 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T1_Unigene_BMK.69415	tr|F2CTS9|F2CTS9_HORVD	1e-141	207/225(92.00)	414	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.69425	tr|M0XI49|M0XI49_HORVD	1e-92	151/152(99.34)	294	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T1_Unigene_BMK.69719	tr|M0XLK1|M0XLK1_HORVD	0.0	356/463(76.89)	662	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T1_Unigene_BMK.69810	tr|M0XRX1|M0XRX1_HORVD	0.0	721/750(96.13)	1480	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T1_Unigene_BMK.69926	tr|F2DE34|F2DE34_HORVD	0.0	646/725(89.10)	1298	Serine/threonine-protein kinase OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.70087	tr|F2CZD4|F2CZD4_HORVD	0.0	751/813(92.37)	1482	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.70190	tr|F2DAT4|F2DAT4_HORVD	0.0	910/1017(89.48)	1753	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.70389	tr|B8K1X5|B8K1X5_WHEAT	0.0	856/870(98.39)	1720	Ubiquitin-associated protein GN=UBA OS=Triticum aestivum (Wheat) PE=2 SV=1
T1_Unigene_BMK.70408	tr|M0XI49|M0XI49_HORVD	0.0	698/728(95.88)	1385	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T1_Unigene_BMK.70457	tr|I0JTU0|I0JTU0_WHEAT	0.0	953/1081(88.16)	1929	Pg1, putative, expressed GN=pg1 OS=Triticum aestivum (Wheat) PE=4 SV=1
T1_Unigene_BMK.70533	tr|D8WKY4|D8WKY4_TRITU	0.0	1038/1049(98.95)	2074	Lysine ketoglutarate reductase/saccharopine dehydrogenase OS=Triticum turgidum (Poulard wheat) PE=4 SV=1
T1_Unigene_BMK.70635	tr|F1DTB8|F1DTB8_WHEAT	0.0	597/730(81.78)	1216	Lipoxygenase GN=LOX3 OS=Triticum aestivum (Wheat) PE=2 SV=1
T1_Unigene_BMK.70650	tr|F2CTN8|F2CTN8_HORVD	0.0	355/372(95.43)	729	Aldose 1-epimerase OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.70925	tr|F2DHE9|F2DHE9_HORVD	0.0	959/982(97.66)	1873	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.71184	tr|F2D024|F2D024_HORVD	1e-104	167/182(91.76)	305	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.71202	tr|F4ZC54|F4ZC54_HORVD	0.0	315/318(99.06)	648	Trehalose-6-phosphate synthase 2 (Fragment) GN=TPS2 OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.71402	tr|F2DZ90|F2DZ90_HORVD	0.0	329/382(86.13)	658	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.71409	tr|I1HSE9|I1HSE9_BRADI	0.0	518/679(76.29)	1018	Uncharacterized protein GN=BRADI2G52227 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T1_Unigene_BMK.71450	tr|M0UKI7|M0UKI7_HORVD	0.0	287/299(95.99)	635	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T1_Unigene_BMK.71565	tr|F2D3Y4|F2D3Y4_HORVD	0.0	927/1026(90.35)	1809	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.71690	tr|M0Z3Y6|M0Z3Y6_HORVD	0.0	654/674(97.03)	1287	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T1_Unigene_BMK.71999	tr|F2DJN8|F2DJN8_HORVD	0.0	955/1010(94.55)	1929	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.72006	tr|M0Z071|M0Z071_HORVD	0.0	932/1015(91.82)	1848	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T1_Unigene_BMK.72084	tr|I1HCH6|I1HCH6_BRADI	0.0	1321/1496(88.30)	2570	Uncharacterized protein GN=BRADI2G04577 OS=Brachypodium distachyon (Purple false brome) PE=3 SV=1
T1_Unigene_BMK.72192	tr|F2E408|F2E408_HORVD	0.0	1312/1368(95.91)	2613	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.72351	tr|Q84L52|Q84L52_HORVD	2e-39	57/62(91.94)	134	Metallothionein-like protein type 3 GN=mt-3a OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T1_Unigene_BMK.143	tr|F2DWK8|F2DWK8_HORVD	0.0	486/772(62.95)	841	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.14496	tr|F2DU49|F2DU49_HORVD	1e-30	54/59(91.53)	112	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.10144	tr|F2DEP6|F2DEP6_HORVD	1e-112	167/224(74.55)	337	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.10676	tr|Q0DHB5|Q0DHB5_ORYSJ	4e-44	72/117(61.54)	146	Os05g0477900 protein GN=Os05g0477900 OS=Oryza sativa subsp. japonica (Rice) PE=4 SV=1
T2_Unigene_BMK.14143	tr|K3YUH0|K3YUH0_SETIT	5e-25	71/196(36.22)	103	Uncharacterized protein GN=Si017916m.g OS=Setaria italica (Foxtail millet) PE=4 SV=1
T2_Unigene_BMK.14438	tr|F2E3B6|F2E3B6_HORVD	3e-62	100/129(77.52)	203	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.15283	tr|H6S4F8|H6S4F8_WHEAT	5e-67	103/113(91.15)	207	WAMP-1, antimicrobial peptide GN=wamp-1.2 OS=Triticum aestivum (Wheat) PE=4 SV=1
T1_Unigene_BMK.15371	tr|B9T8T0|B9T8T0_RICCO	1e-155	274/584(46.92)	472	rRNA N-glycosidase GN=RCOM_2159910 OS=Ricinus communis (Castor bean) PE=3 SV=1
T2_Unigene_BMK.20157	tr|F2DZ85|F2DZ85_HORVD	7e-74	118/132(89.39)	230	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.15456	tr|F2CQ49|F2CQ49_HORVD	1e-27	53/79(67.09)	106	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.24362	tr|F0Y525|F0Y525_AURAN	2e-12	72/198(36.36)	73.2	Putative uncharacterized protein (Fragment) GN=AURANDRAFT_71291 OS=Aureococcus anophagefferens (Harmful bloom alga) PE=4 SV=1
T2_Unigene_BMK.27605	tr|M0YWR7|M0YWR7_HORVD	3e-44	75/81(92.59)	144	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.27607	tr|I1GWX6|I1GWX6_BRADI	0.0	381/427(89.23)	776	Uncharacterized protein GN=BRADI1G34850 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T2_Unigene_BMK.27790	tr|Q8RW00|Q8RW00_WHEAT	2e-41	65/87(74.71)	141	Glutathione transferase GN=gstu3 OS=Triticum aestivum (Wheat) PE=2 SV=1
T2_Unigene_BMK.28234	tr|F2D813|F2D813_HORVD	1e-84	140/168(83.33)	259	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.29116	tr|M0Z4Q4|M0Z4Q4_HORVD	2e-19	41/51(80.39)	82.8	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.2917	tr|M0Z727|M0Z727_HORVD	6e-71	111/117(94.87)	225	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.29628	tr|Q9M4C9|Q9M4C9_HORVU	1e-25	48/62(77.42)	99.0	Putative uncharacterized protein bci-7 GN=bci-7 OS=Hordeum vulgare (Barley) PE=4 SV=2
T2_Unigene_BMK.29673	tr|E6Y2L2|E6Y2L2_WHEAT	7e-51	79/82(96.34)	163	Salt tolerant correlative protein OS=Triticum aestivum (Wheat) PE=4 SV=1
T2_Unigene_BMK.31	tr|F2DKQ3|F2DKQ3_HORVD	7e-77	118/140(84.29)	234	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.31305	tr|M0VBA1|M0VBA1_HORVD	1e-112	157/167(94.01)	327	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.31690	tr|F2CS52|F2CS52_HORVD	1e-116	178/178(100.00)	338	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
