#TremblGeneID	Database_ID	E_value	Identity	Score	Annotation
T2_Unigene_BMK.50416	tr|M0WI23|M0WI23_HORVD	0.0	362/402(90.05)	671	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.50631	tr|A8VRJ3|A8VRJ3_TRITU	0.0	282/284(99.30)	565	Aquaporin 2.1 GN=AQP2.1 OS=Triticum turgidum (Poulard wheat) PE=2 SV=1
T2_Unigene_BMK.50731	tr|Q43665|Q43665_WHEAT	8e-62	86/89(96.63)	192	Wali5 protein GN=wali5 OS=Triticum aestivum (Wheat) PE=4 SV=1
T2_Unigene_BMK.50894	tr|A5HSI2|A5HSI2_WHEAT	1e-105	146/146(100.00)	310	LSD1-type zinc finger protein OS=Triticum aestivum (Wheat) PE=2 SV=1
T2_Unigene_BMK.51763	tr|F2CZS1|F2CZS1_HORVD	0.0	307/351(87.46)	608	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.52748	tr|M0XUB1|M0XUB1_HORVD	0.0	503/534(94.19)	973	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.53287	tr|F2DTZ0|F2DTZ0_HORVD	0.0	344/382(90.05)	689	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.53737	tr|F2D5K9|F2D5K9_HORVD	0.0	354/370(95.68)	717	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.53932	tr|F2CWX3|F2CWX3_HORVD	0.0	459/486(94.44)	917	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.53945	tr|F2D6J8|F2D6J8_HORVD	1e-143	207/219(94.52)	417	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.54562	tr|A8DNN6|A8DNN6_WHEAT	0.0	303/313(96.81)	617	Cinnamoyl-CoA reductase OS=Triticum aestivum (Wheat) PE=2 SV=1
T2_Unigene_BMK.54944	tr|C3SAA8|C3SAA8_BRADI	0.0	394/428(92.06)	794	Uncharacterized protein GN=BRADI1G36530 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T2_Unigene_BMK.55994	tr|F2DGL9|F2DGL9_HORVD	0.0	466/488(95.49)	922	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.57348	tr|F2E3L5|F2E3L5_HORVD	0.0	460/488(94.26)	914	Aldehyde dehydrogenase OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.58075	tr|M0WK46|M0WK46_HORVD	0.0	256/282(90.78)	535	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.58930	tr|M0XFC6|M0XFC6_HORVD	0.0	660/684(96.49)	1293	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.59095	tr|B4ESE6|B4ESE6_HORVD	0.0	338/348(97.13)	695	Uncharacterized protein GN=pap-4 OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.59127	tr|M0VW03|M0VW03_HORVD	0.0	691/712(97.05)	1347	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.59670	tr|F2DEA8|F2DEA8_HORVD	0.0	337/358(94.13)	679	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.59710	tr|I1HBB3|I1HBB3_BRADI	8e-37	62/94(65.96)	129	Uncharacterized protein GN=BRADI2G01050 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T1_Unigene_BMK.18	tr|F2D2J8|F2D2J8_HORVD	1e-55	86/94(91.49)	176	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T2_Unigene_BMK.61365	tr|F2CY41|F2CY41_HORVD	0.0	434/442(98.19)	847	Phenylalanine ammonia-lyase OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T2_Unigene_BMK.62134	tr|I1GL63|I1GL63_BRADI	0.0	388/425(91.29)	798	Uncharacterized protein GN=BRADI1G02597 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T2_Unigene_BMK.62471	tr|F1DTB8|F1DTB8_WHEAT	0.0	865/878(98.52)	1768	Lipoxygenase GN=LOX3 OS=Triticum aestivum (Wheat) PE=2 SV=1
T2_Unigene_BMK.63479	tr|I1HP84|I1HP84_BRADI	0.0	969/1040(93.17)	1966	Uncharacterized protein GN=BRADI2G42996 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T3_Unigene_BMK.10220	tr|F2EFR5|F2EFR5_HORVD	6e-66	105/106(99.06)	202	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.10239	tr|F2DPY4|F2DPY4_HORVD	0.0	440/513(85.77)	856	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.10275	tr|Q3MV21|Q3MV21_WHEAT	0.0	266/271(98.15)	548	Fructan exohydrolase GN=D31 OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.1033	tr|M0V135|M0V135_HORVD	0.0	251/265(94.72)	508	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.10453	tr|Q8S4X5|Q8S4X5_WHEAT	0.0	291/292(99.66)	593	Aquaporin PIP1 GN=Pip1 OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.10488	tr|F2DLM6|F2DLM6_HORVD	0.0	702/757(92.73)	1370	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.10740	tr|I1HPZ0|I1HPZ0_BRADI	0.0	381/405(94.07)	818	Uncharacterized protein GN=BRADI2G45350 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T3_Unigene_BMK.10749	tr|F2CSC4|F2CSC4_HORVD	1e-171	250/270(92.59)	506	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.1089	tr|F2DR01|F2DR01_HORVD	1e-106	172/208(82.69)	313	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.11011	tr|F2E4R9|F2E4R9_HORVD	0.0	416/426(97.65)	810	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.11155	tr|D2KZ11|D2KZ11_WHEAT	0.0	741/756(98.02)	1520	Seed imbibition protein GN=TaSAG6 OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.11174	tr|F2CWV5|F2CWV5_HORVD	1e-176	262/296(88.51)	499	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.11237	tr|A6Q0P1|A6Q0P1_WHEAT	0.0	426/437(97.48)	874	Putative acyl transferase 6 GN=acT6 OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.11559	tr|K4MQ41|K4MQ41_WHEAT	0.0	443/520(85.19)	872	Calcium-dependent protein kinase GN=CDPK2 OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.11593	tr|F2DEQ9|F2DEQ9_HORVD	0.0	493/507(97.24)	996	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.11793	tr|F2EFN1|F2EFN1_HORVD	0.0	451/536(84.14)	933	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.11947	tr|F2DPK2|F2DPK2_HORVD	0.0	535/565(94.69)	1061	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.12221	tr|F2D3E7|F2D3E7_HORVD	8e-70	108/149(72.48)	219	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.12264	tr|F2E797|F2E797_HORVD	0.0	419/423(99.05)	835	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.12386	tr|F5B4I7|F5B4I7_LOPEL	0.0	345/359(96.10)	683	Stress-related bZIP transcription factor (Fragment) GN=ABF6 OS=Lophopyrum elongatum (Tall wheatgrass) PE=2 SV=1
T3_Unigene_BMK.1244	tr|B4ERW1|B4ERW1_WHEAT	1e-123	190/238(79.83)	360	Glyoxalase GN=Glyoxalase_TA3B63B13-1 OS=Triticum aestivum (Wheat) PE=4 SV=1
T3_Unigene_BMK.12601	tr|F2D2K3|F2D2K3_HORVD	0.0	466/477(97.69)	939	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.12637	tr|F2ELY9|F2ELY9_HORVD	1e-70	108/109(99.08)	222	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.12691	tr|F2DZX6|F2DZX6_HORVD	1e-84	126/146(86.30)	256	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.12785	tr|F2CZ84|F2CZ84_HORVD	0.0	408/439(92.94)	805	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.12838	tr|I1HAK9|I1HAK9_BRADI	4e-71	137/214(64.02)	224	Uncharacterized protein GN=BRADI1G77660 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T3_Unigene_BMK.12874	tr|M0WHK0|M0WHK0_HORVD	0.0	468/489(95.71)	927	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.12894	tr|I1H8X7|I1H8X7_BRADI	0.0	508/605(83.97)	1034	Uncharacterized protein GN=BRADI1G72350 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T3_Unigene_BMK.13097	tr|Q84KH1|Q84KH1_TRIMO	0.0	457/457(100.00)	983	Phytochelatin synthetase OS=Triticum monococcum (Einkorn wheat) PE=4 SV=1
T3_Unigene_BMK.13216	tr|F2DD12|F2DD12_HORVD	0.0	433/454(95.37)	855	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.1354	tr|M0Z810|M0Z810_HORVD	1e-133	191/192(99.48)	386	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.13695	tr|M0W8X1|M0W8X1_HORVD	1e-47	77/78(98.72)	159	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.13828	tr|F2D4S0|F2D4S0_HORVD	0.0	453/476(95.17)	924	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.13857	tr|M0Z6U0|M0Z6U0_HORVD	0.0	320/371(86.25)	647	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.13875	tr|I1GN45|I1GN45_BRADI	0.0	470/480(97.92)	949	UDP-glucose 6-dehydrogenase GN=BRADI1G08120 OS=Brachypodium distachyon (Purple false brome) PE=3 SV=1
T3_Unigene_BMK.13880	tr|M0Z2S9|M0Z2S9_HORVD	0.0	438/440(99.55)	865	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.13916	tr|M0XJ88|M0XJ88_HORVD	0.0	405/420(96.43)	810	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.13952	tr|F2D874|F2D874_HORVD	0.0	386/436(88.53)	752	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.14028	tr|F2E539|F2E539_HORVD	0.0	275/290(94.83)	603	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.14415	tr|M0WQL3|M0WQL3_HORVD	3e-88	138/154(89.61)	267	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.1451	tr|Q8GZU6|Q8GZU6_WHEAT	0.0	530/531(99.81)	1066	Cytochrome P450 OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.14535	tr|F2DEY7|F2DEY7_HORVD	0.0	663/666(99.55)	1352	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.14714	tr|B8B649|B8B649_ORYSI	0.0	405/646(62.69)	722	Putative uncharacterized protein GN=OsI_27382 OS=Oryza sativa subsp. indica (Rice) PE=2 SV=1
T3_Unigene_BMK.14868	tr|F2CUI7|F2CUI7_HORVD	0.0	732/782(93.61)	1452	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.14913	tr|M0X787|M0X787_HORVD	0.0	457/495(92.32)	874	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.14939	tr|F2DGW5|F2DGW5_HORVD	0.0	620/621(99.84)	1304	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.15015	tr|M0W5F0|M0W5F0_HORVD	0.0	643/674(95.40)	1313	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.1509	tr|F2E2W5|F2E2W5_HORVD	0.0	257/266(96.62)	513	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.15103	tr|F2CS55|F2CS55_HORVD	0.0	351/375(93.60)	683	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.15451	tr|M0W051|M0W051_HORVD	0.0	436/458(95.20)	833	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.15733	tr|Q8W011|Q8W011_HORVU	1e-120	180/196(91.84)	363	Beta-D-xylosidase OS=Hordeum vulgare (Barley) PE=2 SV=1
T3_Unigene_BMK.15840	tr|F2D2C4|F2D2C4_HORVD	0.0	525/549(95.63)	1074	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.15923	tr|M0Z151|M0Z151_HORVD	0.0	527/582(90.55)	1100	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.15941	tr|E9LFE6|E9LFE6_HORVD	0.0	779/791(98.48)	1555	Uncharacterized protein GN=ClC1 OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.15953	tr|F2DCZ4|F2DCZ4_HORVD	0.0	930/941(98.83)	1870	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.16106	tr|C3SAA8|C3SAA8_BRADI	0.0	385/439(87.70)	747	Uncharacterized protein GN=BRADI1G36530 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T3_Unigene_BMK.16220	tr|M0YHE5|M0YHE5_HORVD	0.0	552/574(96.17)	1046	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.16266	tr|Q8LP43|Q8LP43_WHEAT	5e-81	119/124(95.97)	257	LEA D-11 dehydrin GN=Wdhn13 OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.16414	tr|M0YG47|M0YG47_HORVD	0.0	648/693(93.51)	1263	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.1642	tr|F2CQR3|F2CQR3_HORVD	1e-136	193/205(94.15)	395	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.16453	tr|C7C5T9|C7C5T9_WHEAT	0.0	649/658(98.63)	1280	Sulphate transporter GN=ST3.1 OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.16479	tr|M0X1N3|M0X1N3_HORVD	0.0	788/812(97.04)	1634	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.16590	tr|F2DQC3|F2DQC3_HORVD	0.0	822/843(97.51)	1670	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.16803	tr|M0WQP8|M0WQP8_HORVD	0.0	731/742(98.52)	1439	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.16876	tr|M0XML2|M0XML2_HORVD	0.0	1015/1041(97.50)	1998	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.17084	tr|F2DJQ6|F2DJQ6_HORVD	0.0	426/486(87.65)	858	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.17121	tr|M0WRG1|M0WRG1_HORVD	6e-70	103/106(97.17)	213	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.17189	tr|I1GKS4|I1GKS4_BRADI	5e-73	127/201(63.18)	248	Uncharacterized protein GN=BRADI1G01407 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T3_Unigene_BMK.17357	tr|D9IXC7|D9IXC7_HORVD	0.0	684/1034(66.15)	1383	Uncharacterized protein GN=CesA4 OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.17504	tr|O24003|O24003_HORVU	1e-148	204/219(93.15)	418	Putative uncharacterized protein (Precursor) OS=Hordeum vulgare (Barley) PE=2 SV=1
T3_Unigene_BMK.1772	tr|F2E7A8|F2E7A8_HORVD	0.0	264/288(91.67)	543	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.17722	tr|M0YGP3|M0YGP3_HORVD	1e-146	201/219(91.78)	412	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.1778	tr|A9U8G3|A9U8G3_WHEAT	0.0	338/349(96.85)	697	Alcohol dehydrogenase ADH2H OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.17823	tr|F2DHK8|F2DHK8_HORVD	2e-68	113/137(82.48)	214	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.17915	tr|A9NIX0|A9NIX0_WHEAT	0.0	992/1023(96.97)	1996	Putative ATPase-like zinc transporter GN=ATPase2 OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.18072	tr|M0X2B6|M0X2B6_HORVD	0.0	418/452(92.48)	855	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.18315	tr|K3Y1U4|K3Y1U4_SETIT	0.0	345/554(62.27)	694	Uncharacterized protein GN=Si008161m.g OS=Setaria italica (Foxtail millet) PE=4 SV=1
T3_Unigene_BMK.18376	tr|M0WV72|M0WV72_HORVD	0.0	986/1053(93.64)	1867	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.18455	tr|Q5PSM6|Q5PSM6_WHEAT	0.0	940/951(98.84)	1846	Plasma membrane H+-ATPase OS=Triticum aestivum (Wheat) PE=3 SV=1
T3_Unigene_BMK.18537	tr|C6K7G3|C6K7G3_WHEAT	0.0	836/866(96.54)	1711	Lipoxygenase GN=Lox2 OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.18602	tr|G8GKP7|G8GKP7_TRIMO	5e-95	141/147(95.92)	293	Vacuolar processing enzyme 4 OS=Triticum monococcum (Einkorn wheat) PE=2 SV=1
T3_Unigene_BMK.1874	tr|F2DK98|F2DK98_HORVD	1e-178	252/256(98.44)	504	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.18763	tr|I1IJ80|I1IJ80_BRADI	0.0	452/930(48.60)	756	Uncharacterized protein GN=BRADI4G09587 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T3_Unigene_BMK.18769	tr|I1HM64|I1HM64_BRADI	0.0	1137/1291(88.07)	2184	Uncharacterized protein GN=BRADI2G36897 OS=Brachypodium distachyon (Purple false brome) PE=3 SV=1
T3_Unigene_BMK.1913	tr|M0VLQ6|M0VLQ6_HORVD	1e-171	238/292(81.51)	483	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.192	tr|M0VUQ5|M0VUQ5_HORVD	0.0	257/268(95.90)	522	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.1946	tr|A6PZH6|A6PZH6_WHEAT	0.0	320/320(100.00)	648	Putative xylan synthase GN=gt43 OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.2066	tr|M0UPL4|M0UPL4_HORVD	0.0	368/406(90.64)	758	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.2085	tr|F2CYH5|F2CYH5_HORVD	0.0	343/391(87.72)	699	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.2128	tr|K3XMQ0|K3XMQ0_SETIT	3e-88	139/164(84.76)	270	Uncharacterized protein GN=Si003173m.g OS=Setaria italica (Foxtail millet) PE=4 SV=1
T3_Unigene_BMK.2158	tr|F2ECV4|F2ECV4_HORVD	3e-57	89/92(96.74)	184	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.2185	tr|M0YCB9|M0YCB9_HORVD	0.0	357/379(94.20)	725	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.2198	tr|Q6QR26|Q6QR26_WHEAT	1e-178	229/229(100.00)	494	S-like RNase (Fragment) GN=WRN3 OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.2212	tr|F2E2K8|F2E2K8_HORVD	1e-132	189/190(99.47)	382	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.247	tr|F2EB56|F2EB56_HORVD	1e-166	234/247(94.74)	466	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.252	tr|F2CYT1|F2CYT1_HORVD	0.0	354/365(96.99)	716	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.19643	tr|F2D961|F2D961_HORVD	1e-108	162/177(91.53)	333	Lipoxygenase OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.2932	tr|F2DEL1|F2DEL1_HORVD	0.0	314/321(97.82)	641	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.305	tr|Q2PCB9|Q2PCB9_WHEAT	2e-77	116/117(99.15)	234	Non-specific lipid-transfer protein (Precursor) GN=ltp9.3d OS=Triticum aestivum (Wheat) PE=3 SV=1
T3_Unigene_BMK.3070	tr|M0YLC3|M0YLC3_HORVD	0.0	347/372(93.28)	672	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.3088	tr|Q43220|Q43220_WHEAT	0.0	308/319(96.55)	604	Peroxidase GN=pox4 OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.319	tr|F2D471|F2D471_HORVD	0.0	426/449(94.88)	892	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.3226	tr|Q4U0F1|Q4U0F1_WHEAT	1e-152	225/226(99.56)	437	MADS box protein VRT-2 OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.3388	tr|M0ZD30|M0ZD30_HORVD	0.0	457/483(94.62)	953	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.3486	tr|M0Y6P5|M0Y6P5_HORVD	0.0	530/552(96.01)	1054	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.35749	tr|G7I860|G7I860_MEDTR	1e-120	116/132(87.88)	236	NADH-ubiquinone oxidoreductase chain GN=MTR_1g005040 OS=Medicago truncatula (Barrel medic) PE=4 SV=1
T3_Unigene_BMK.3595	tr|I1H3G8|I1H3G8_BRADI	1e-149	268/448(59.82)	440	Uncharacterized protein GN=BRADI1G56680 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T3_Unigene_BMK.3626	tr|F2EBE7|F2EBE7_HORVD	1e-152	210/216(97.22)	431	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.37021	tr|F2DCT8|F2DCT8_HORVD	9e-42	66/86(76.74)	140	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.37284	tr|I1IVS9|I1IVS9_BRADI	0.0	380/547(69.47)	769	Uncharacterized protein GN=BRADI5G01823 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T3_Unigene_BMK.3839	tr|M0UHC5|M0UHC5_HORVD	1e-160	215/238(90.34)	456	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.3854	tr|Q84KC8|Q84KC8_HORVU	1e-153	166/344(48.26)	276	NBS-LRR disease resistance protein homologue OS=Hordeum vulgare (Barley) PE=2 SV=1
T3_Unigene_BMK.3969	tr|F2EG63|F2EG63_HORVD	5e-15	50/100(50.00)	76.6	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.4125	tr|F2ELE1|F2ELE1_HORVD	0.0	256/272(94.12)	541	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.4144	tr|D5MTE0|D5MTE0_WHEAT	0.0	293/377(77.72)	585	Benzoxazinone:UDP-Glc glucosyltransferase GN=TaGTb OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.4178	tr|Q5MB22|Q5MB22_WHEAT	0.0	373/377(98.94)	768	Cysteine protease GN=CP OS=Triticum aestivum (Wheat) PE=2 SV=1
